text,Tense,Aspect,Subject Person,Ving
"ng to do that until Miles came . And Kenny Garrett!!!!!kept teasing me ,_ te -- ' Well , wait till Miles comes . Miles is going to say , "" Man ... "" ' Yo -- you know , he was making up some stuff Miles might say . He kept t",past,continuative,3rd,tease
"life . And I think that the notion- that they just!!!!!keep putting themselves in_ the position where you say , well , if there 's nothing to hide , why are you hiding it . That is a huge problem for him . Mr. DONALDSON : Do Clinton",present,iterative,3rd,put
"OBERTS : Well to get from here to there , and that!!!!!keeps being the problem_ . I mean what really has to happen with the health bill , it 's like trade negotiations . They have to sit down and start writing the thing . They ha",present,continuative,3rd,be
"ey failure and Mary had a stroke . JOE DOLAN : She!!!!!kept screaming for mommy_ , mommy . And I said , ' It 's okay . It 's okay . ' So at that- at that point Dorothy had come over eyes were fixed to the left and kept screaming f",past,continuative,3rd,scream
the love that I can give these other children if I!!!!!keep burdening myself with_ more and more . DIANE NASON : Yes . And I felt like if I got to that point I would know it . TOM JARRIEL : voice-over But some of the older children,present,continuative,1st,burden
y from home on a distant island because her father!!!!!kept beating her up_ . interviewing You came on a boat . How did you get the money to pay for the boat ? Ms. FONAZIERE : I see said that she needed the money for the scho,past,iterative,3rd,beat
egnant and keep having babies so their grants will!!!!!keep going up and_ going up and going up . And that just hurts the people that really need the benefits the most Welfare in America . Our series starts in this half hou,future,ambiguous,3rd,go
"k one of the important things that the Republicans!!!!!kept stressing during the_ hearing themselves , which I covered , was Anita Hill was a lone accuser , only one woman , and in sexual harassment matters , usually there is a pat",past,iterative,3rd,stress
", and took the first action . But then you have to!!!!!keep coming back for_ that approval , and you 're always subject to an argument about who started what fight and what the facts were . And then what happened to us in Gora",present,iterative,2nd,come back
"mean , the situation could go on and just kind of!!!!!keep spiraling down ._ Dr. RONY ZACHARIAH : If we are given this minimum security , if we have security for institutions such as hospitals , at least we can take care of th",present,continuative,3rd,spiral
s about what it is at the moment . North Koreans!!!!!keep increasing their demands_ . They want a couple billion dollars to help them tide them over . But the most important thing is with all their demands they have not yet come clos,present,iterative,3rd,increase
"There are certain entertainments of the season we!!!!!keep getting out of_ storage , like old Christmas decorations . Five-year-old Natalie Wood tugging on Edmond Quinn 's real life whiskers and saying , ' Oh yes , it 's a v",present,iterative,1st,get
"g to happen ? Probably nothing , but I 'm going to!!!!!keep doing what I_ 'm doing , and the more I do this , the better I feel . SHOOTING STARS qwq ( Footage-of-filming Unidentified Man 1 : Come on down for a minute , guys",present,continuative,1st,do
"just kept saying ' Shut up , shut up , ' and just!!!!!kept smacking the baby_ in the face to make it be quiet . Things like that have just stuck out in my mind where -- that 's horrible . : I do n't think that a surveillance sy",past,iterative,2nd,smack
"rrogant . : What about this word ' arrogant ' that!!!!!keeps surfacing about your_ husband ? What do you say to it ? : Poor Riccardo . He 's everything but arrogant . : ( Foreign language spoken ) In any case , when you stand in fro",present,iterative,3rd,surface
"about this thing , this balanced budget by 2002 ,!!!!!keep taking Social Security_ off . It is a great con job . It 's a shell game . They ca n't do it . But I 'll tell you one thing ... : Of course , they can . : I 'm glad they hav",present,ambiguous,N/A,take
"ou can take the weekend off . Hope this thing just!!!!!keeps heading northeast ._ Neil Frank , down in Houston , as always , we appreciate your help . Thank you very much . In Virginia and the Carolinas , the tourist industry took",present,continuative,3rd,head
". : Worst . But the best part of all this -- and I!!!!!keep saying because it_ 's true -- is that , you know , when you get a divorce , in California you -- there is community property ... : Mm-hmm . : ... and you give up half o",present,iterative,1st,say
"r family . : Mm. : And wonderful friends that just!!!!!kept saying , every_ time I fell -- and believe me , it 's not easy . You do fall a lot . But you get up and you get going again and again . And they were there for me .",past,iterative,3rd,say
"-- they ca n't understand why their mom , Martha ,!!!!!keeps going back to_ her boyfriend Steve who will shortly be joining us , even after Steve . : Listen . : It got so bad that Tim there -- Tim , Melissa 's husband , her s",present,iterative,3rd,go
"means the jewel in the lotus . : And so you -- you!!!!!keep reciting that ?_ : Mm-hmm . : Give us , like , 10 in a row . Let 's hear how it 's done . Go ahead . : Basically , I mean , when I do it , I do it in octal chanting ,",present,continuative,2nd,recite
"e certainly going to influence their lives . And I!!!!!keep coming back to_ what we 're talking about , boredom . I remember being an adolescent , being bored . I do n't think it has a great deal to do with any external force",present,iterative,1st,come back
"the world . : You want to give her some advice ? :!!!!!Keep doing what you_ 're doing , and if you can find a way to leave without violating the law of -- on visitation , do anything me do an update now on one of the stories",present,continuative,2nd,do
"have and you say , Well , life is short , ' so you!!!!!keep doing . :_ But , Geral ... : And you keep doing . And they expect more . : No . Because sometimes ... Unidentified Panelist : No. : ... well , before marriage ,",present,continuative,2nd,go
"I do . ' What 'd she say ? : I guess . : Well , he!!!!!kept asking me ._ He kept saying , Do you ? Do you ? Do you ? ' : She would n't answer . ' you know ? : She would n't answer . She just , like , froze , like ... : He",past,iterative,3rd,ask
"s been a very effective advocate . The temperature!!!!!keeps rising inside that_ courtroom on both sides . We saw it today . ALAN DERSHOWITZ : She 's a great lawyer . She 's a great lawyer . LARRY KING : Is she great , Alan , seri",present,continuative,3rd,rise
"o kill himself . But , of course , the dealer that!!!!!kept supplying him with_ this cocaine knew the condition he was in . We know that . But kept providing him with cocaine . And also , morphine tablets . That 's another lulu ,",past,iterative,3rd,supply
"rtly thereafter . He enlisted in the Army , but he!!!!!kept pushing off the_ date to leave for Vietnam until after I had turned a year . I just came across this paragraph . This one is dated the 16th of July , 1969 . ' How is",past,iterative,3rd,push
"e trying to scale back the Clean Water Act . And I!!!!!keep seeing the press_ , whenever they ask the Republicans about it , the Republicans always say , ' Well , what do you think we want ? Dirty water ? ' Well , then , how di",present,iterative,1st,see
"MORAN , Simpson Trial Juror : Well , you know , I!!!!!kept hearing this term_ about a ' mountain of evidence . ' Well , to me it was a molehill . LARRY KING : The defense : ROBERT SHAPIRO , Simpson Defense Attorney : The man to",past,iterative,1st,hear
"renege on the deal , and , th -- thankfully , she!!!!!keeps pursuing the point_ . Here it is. : Wha -- what we have committed to is , first and foremost , to do a balanced budget . We 're willing to do it now in seven years . We",present,continuative,3rd,pursue
"ad a guarantee is -- is what he said . Koppel then!!!!!kept pressing him and_ he said , Just ask me another question , will you ? ' So he did n't -- he did n't want to answer it . Now Mrs. Clinton had a -- a news conference , a",past,continuative,3rd,press
"t 's how it works . And right now , though , if we!!!!!keep pushing up interest_ rates , we go into a recession . : On the other hand , it was n't that long ago that we were trying to make sure that the dollar stayed down because",present,continuative,1st,push
"uddy , bloody career . But it 's surprising , they!!!!!keep coming back ._ : And they keep busy . There are accidents on the highway . There are tourists hiking and fishing who do n't know the dangers here be called out to s",present,iterative,3rd,come back
": Yes , it can . Here 's how you do it . You just!!!!!keep taking your 75_ or milligrams for ten or more years , and- SUSAN ROOK : Wait a minute . Dr. Herbert , excuse me . Let Dr. Regelson talk . Dr. WILLIAM REGELSON : OK .",present,iterative,2nd,take
"l give you one more chance , because the Democrats!!!!!keep using it ._ ' The Republicans are primarily interested in tax cuts for the rich . ' You want to answer that ? Sen. ALAN SIMPSON : Yeah . That 's a nice kick . So",present,continuative,3rd,use
". COKIE ROBERTS , ABC News : Mr. Speaker , in- you!!!!!keep talking about the_ seven years , and in that same infamous breakfast where you talked about your treatment on Air Force One , you said that the seven-year number was '",present,iterative,2nd,talk
"in and he says , ' I 'm finding things , I have to!!!!!keep going , '_ what do you say ? Rep. TOM DeLAY : Well , to Ms. Schroeder and her liberal Democrat grounds , the- the smell will never be sweet enough . I- I tell y",present,continuative,1st,go
"seems heartless and that as long as the Democrats!!!!!keep talking about Medicare_ and real-life case stories and all of that , that they will have the high ground and that : It is- SAM DONALDSON : That 's true , but George is certa",present,iterative,3rd,talk
"Clinton looks a little bit less brilliant when he!!!!!keeps insisting that he_ wo n't negotiate on it . So I think after a few days , if the President 's polls begin to turn around , they 'll make a deal . DAVID BRINKLEY : all o",present,iterative,3rd,insist
"ns of last November . His conclusions seemed to be!!!!!keep doing what he_ has been . Pres. BILL CLINTON : The number-one lesson is not to be cynical , not to give up , not to turn back , but to bear down and go forward and",present,continuative,3rd,do
"speaks to the back breaking work in the field . I!!!!!kept expecting you to_ have these long passages about the sun baking . HELENA MARIA VIRAMONTES : Well , you know , as a writer , one of the things that I had to do was that",past,iterative,1st,expect
"ou ? ELIZABETH ARNOLD : Charisma , or lack of it ,!!!!!kept coming up in_ these interviews , although a few , like this fisherman from Portland , agreed with Lugar that it 's unimportant . 2nd MAN : The charisma thing is ov",past,iterative,3rd,come up
"with Wall Street analysts , one of the things that!!!!!keeps coming up again_ and again and again is that there seems to be still a lack of confidence in President Zedillo and the way your government is handling this particular",present,iterative,3rd,come up
"the outside talking to people , so we 're going to!!!!!keep going . !_ MAN : Are you going to be out there on the corner of King Street again , you mean ? : Of course we are . Of course we are . Got to keep talking to pe",future,continuative,1st,go
"want to turn it 90 ; and some thing we should just!!!!!keep going in the_ same direction we 're going . : But Benny and Mike Morales have little faith that anything really will change in the LAPD , just as their complaints",present,continuative,1st,go
"lue . She 's not selling , but the man from Mirage!!!!!keeps trying . :_ He said , ' Well , suppose I offer you a certain sum of money ? ' I says , ' Your $ 200,000 would n't even begin to cover . ' So he said , ' How much",present,ambiguous,3rd,try
"s -- but we will continue on with this . McEWEN :!!!!!Keep going . Ju_ -- keep going . : And -- well , something else is go -- I do n't know -- I keep hearing -- I do n't know what -- it 's sort of strange here . Somebod",present,continuative,N/A,g
"A tough assignment . : ... more incredible stories!!!!!keep coming out of_ this . : Mm-hmm . : We 'll see you later , Randall . : Thank you . : We 'll be back . HATTIE , co-host : Samuel L. Jackson stars as a father driven t",present,iterative,3rd,come out
"nd term ? : Ted Kennedy has said "" we 're going to!!!!!keep coming back until_ we get it . "" The man who helped put the plan together has said the president 's still committed to the idea . I think there are plenty of hints out",present,iterative,1st,come back
"n the election ? : I think the country 's going to!!!!!keep going one way_ or another -- it seems like they 've said what they have to say . : It 's a strong opinion , you 're giving us . Are you supporting either candidate",present,continuative,3rd,go
"ulants . They tried to warm me for two hours and I!!!!!kept dropping in temperature_ , so they called him in and they plugged me into this machine and in one hour they had me cooked . And that was -- you know , at least enough to wher",past,iterative,1st,drop
"Ailes way back when and a lot of those techniques!!!!!keep being used ._ WOLF BLITZER : Steve Forbes may not be ready for prime time , but why is Bob Dole as a result , I think it 's fairly obvious if we take a look at the",PASSIVE ,PASSIVE,PASSIVE,PASSIVE
"e problems that we have in this country is that we!!!!!keep saying that we_ ca n't change anything , that this problem is so out of control . I do n't believe that . With my program , I go to schools all over the country , an",present,iterative,1st,say
": Fine , I 'm just asking how it happened . Do n't!!!!!keep covering yourselves ._ Just - can that happen ? Is that the third way it can get messed up ? Mr. UNDERCOFFER : Yes sir , that 's correct . But if I could elaborate , it 's",present,iterative,2nd,cover
"sir . Sen. BIDEN : I see . Okay . Am I allowed to!!!!!keep going , or_ do you want to go and then maybe I 'll come back ? Sen. HATCH : Whatever you want to do . I 'm going to be here , anyway you want to do it . Sen. BID",present,continuative,1st,go
"he Navy is just doing wonderful stuff . I mean , I!!!!!keep talking about the_ divers , and I guess I will continue to keep talking about the divers , but they 're out there in those debris fields , and you 're looking at them a",present,ambiguous,1st,talk
"is the kind of stuff -- if they 're just going to!!!!!keep saying it ,_ we 'll just let it speak for itself . You do n't need me correcting that . Leon Panetta was on "" Meet the Depressed this intention -- attention that",present,iterative,3rd,say
t 's what they do n't ' -- that 's not it at -- it!!!!!keeps coming up ._ It 's almost like a mantra now . And it has nothing to do with the fact that people do n't like strong women ; it 's that people take their governmen,present,iterative,3rd,come up
"gs in perspective . It goes like this . If you can!!!!!keep blaming it on_ you , if you can trust yourself when all men doubt you , but make allowance for their doubting , too ; if you can wait and not be tired by waiting ,",present,iterative,2nd,blame
": voice-over Bryan Hull says as long as audiences!!!!!keep showing up ,_ so will he . Cynthia Tornquist , CNN Entertainment News , New York . LAURIN SYDNEY : And may it continue . That 's it kick you out but Jim is coming",present,iterative,2nd,show
"me more money . That 's just a future investment .!!!!!Keep throwing them back_ , and they keep producing . : We 're take care of them , so that -- you know , it 's like cattle . We 're all farmers . Fishermen are farmers . It 's",present,iterative,2nd,throw
"ou know , the problem I guess I had at ABC is they!!!!!kept saying , '_ Well , you know , you really have a blue collar appeal , ' and I 'm like , ' Duhh ! ' YOLANDA GASKINS : Surprise ! JEFF FOXWORTHY : I did n't think I",past,iterative,3rd,say
"long . It 's been , like , a year and a half . You!!!!!kept telling me ,_ I 'm going to get help . I 'm going to get help going to do this no more . ' And what do you do ? You do n't do it . You told me if I went back down",past,iterative,2nd,tell
"ole was doing his own handicapping . You know , he!!!!!keeps doing that ._ He acts like he 's us , that he 's doing the analysis of the campaign as opposed to doing the campaign . SAM DONALDSON : Could I just ask a question",present,ambiguous,3rd,do
"hink that 's the difference . I think Buchanan can!!!!!keep going on the_ land and coach tickets and a rip-and-read off a UPI wire ticker , that 's the kind of campaign he has . : Do you agree , Paul , that it -- that Dole",present,continuative,3rd,go
": But we have other goals as well as those . : You!!!!!keep bringing up Houston_ in 1992 . There was a story recently by David Broder of the "" Washington Post "" in which he quoted several former Bush veterans who said they believe",present,iterative,2nd,bring up
ight learn take them back to teach them again . We!!!!!keep going over the_ same ground again and again in American classrooms . We 're wasting time . : And so it seems that what this -- does this imply mostly changes in teac,present,iterative,1st,go over
"ons that we make in the pundit trade . Why do they!!!!!keep doing that ?_ Now Bob Dole 's supposed to be the clear front-runner right now . Why do they keep doing this ? LIANE HANSEN : Oh , we 'll try to make you pundits CL",present,ambiguous,3rd,do
"various little scandals and ideas of scandals that!!!!!keep popping up ._ NEAL CONAN : Let 's turn to the Middle East now . theater . U.S. Envoy Dennis Ross announced that the talks are going nowhere , he 's leaving , then",present,iterative,3rd,pop up
"s ... SCHORR : Mm-hmm biological evolution , which!!!!!keeps poking into different_ corners and trying different things , the chances that biological evolution would , would come up with intelligence and self-awareness seem to me qui",present,iterative,3rd,poke
"nt is there . But it 's kind of like this : If you!!!!!keep doing the same_ thing over and over again and getting the same results , you have to change what you 're doing . : Still ahead , Rich and Mimi do try something diffe",present,iterative,2nd,do
"d 11:30 midnight , I decided they 're not going to!!!!!keep doing this to_ me . I 'm not going to let them keep messing my life up like this . So I took off . : They 're on a witch hunt . They do n't care for the truth . : T",present,continuative,3rd,do
"tured , they 're imprisoned or they 're shot . Why!!!!!keep sending them ?_ : It became a plan that just kept going , and no one had the courage to say , ' It is n't working . commando program lasted for seven years . The US",present,iterative,N/A,send
"wded at all levels , and we have to -- you have to!!!!!keep moving them around_ . : That 's the major factor that drives the equation . : ( Voiceover ) So why not put them all on buses ? Why fly them around ? : ( Voiceover ) Ther",present,iterative,2nd,move
"bucks . JOHN STOSSEL : ( voice-over ) And many men!!!!!keep paying for the_ entertainment , happy in the knowledge that their business will pay the tab . They 're on an expense account . Of course , many customers are relucta",present,iterative,3rd,pay
"at 's going to make it stop ? Or will it ever just!!!!!keep going ? LYNN_ SHERR , ABC News : ( voice-over ) Elevators , they are inscrutable daily urban routine . Every three days , elevators around the world move the equiv",future,continuative,3rd,go
"self that I was happy . After a while , you ca n't!!!!!keep doing that ._ It just gets to tell the children ? JENNY LAING : This was a point of contention . We had to tell the children something . JOHN STOSSEL : ( voice-ove",present,ambiguous,2nd,do
"L BERNSTEIN : No , and happily we keep working and!!!!!keep doing our stories_ . And ... CHARLES GIBSON : You were at ABC indeed . CARL BERNSTEIN : ... now I 'm ... CHARLES GIBSON : But it 's -- 25 years , boy , that time goes s",present,ambiguous,1st,do
"e reader 's going to ... KEVIN NEWMAN : You got to!!!!!keep going . SANDRA_ BROWN : ... turn that page , exactly . KEVIN NEWMAN : And what other tricks do you use to keep the action moving ? NELSON DeMILLE : Well , that trick",future,continuative,2nd,go
"ow far are we down the road that we do not want to!!!!!keep going down ._ And doesn t the government have to step in ? The only way my goodness . ( Laughter ) BILL KRISTOL : No . I am -- no , I am for -- that s why I m in f",present,continuative,1st,go
"er came out ? They just kept going ... : They just!!!!!kept going around and_ around and around . : And they did n't say anything ? : OK . Let me explain this . There 's only four slots , ladies and gentlemen . : But C -- CBS s",past,continuative,3rd,go
"r how much you get turned down , keep going back ,!!!!!keep going back ._ Be persistent . : And listen to your grandma , too . : That 's right . : That 's the key right there . : That 's wonderful . Thank you . : Well , tha",present,continuative,2nd,go
"ury gets this instead of this afternoon . Leah , I!!!!!keep hearing the scuttle_ butt that similar to the criminal trial , which I think everyone was startled when they came back with a not guilty verdict in three hours , that thi",present,iterative,1st,hear
"money , well , it really is , and parents have to!!!!!keep making that decision_ , "" Shall I spend more time at work earning money to spend on my kids , or more time with my that we miss if we focus it on this work-family issue ,",present,iterative,3rd,make
"nuing endemic problem . It 's not massive , but it!!!!!keeps going . It_ 's been there for years and years and years . The IRS promises over and over again to do something about it , but the problem is you have a kind of q",present,continuative,3rd,go
"... : Well ... : No , Bob ... : ( crosstalk ) ...!!!!!keeps harping four years_ later on healthcare . : I want to read a quote that 's really right on point . This is a quote that came from a few days before the child care confer",present,ambiguous,3rd,harp
"you just keep working on it . You know , you just!!!!!keep working on it_ , and eventually , if you 're lucky and a lot of hard work pays off , you might get it . : Have you had other cases where you were convinced a guilty",present,continuative,2nd,work
"very balanced , very fair piece . : So you want to!!!!!keep doing what you_ 're doing ? : I am going to , yes , because of hurting humanity . : And speak of hurting humanity , you may have joined us late , you may still have",present,continuative,2nd,do
"very afraid of what this was going to bring . They!!!!!kept talking about March_ 25th was the day They mentioned that date ? : They did mention that date on numerous occasions and every time they came in , I 'd say , "" Well , Marc",past,ambiguous,3rd,talk
"d a little lean muscle mass building to that , but!!!!!keep going . The_ real ticket in what you 're saying is -- I say do n't keep the journal , stop looking at the days , and move forward in your life of exercise , you k",present,continuative,N/A,go
"ion is number one on our list . I think we need to!!!!!keep working hard ,_ and we need to tighten up our ship and do the work we need to make this thing happen . : What does that mean ? : Well , that means we need to keep wo",present,continuative,1st,work
"lear it up , but you see what happened , Mr. Cosby!!!!!kept feeding this girl_ money , $25,000 of travel , so she never began a order where there would have been a blood test like when Mike Tyson . Had a case against Mike Tyson",past,iterative,3rd,feed
"surprised . Congestion , as I mentioned earlier ,!!!!!keeps getting worse and_ worse , and that 's an aggravating factor . The police enforcement level , unfortunately , has declined , at least in the early ' 90s . And in many a",present,ambiguous,3rd,get adj
"around , I 'm pretty sure I have a good chance of!!!!!keep playing . :_ Speaking of Charles , they named the 50 greatest players of all time , but they did n't rank them one through 50 . That would be too difficult . Just",present,continuative,1st,play
"w , blow , blow , blow . Keep going , keep going ,!!!!!keep going . :_ ... to -- brace yourselves -- the contents of their Kleenex. : The Kleenexes that are coming back used -- it 's kind of gross ... : Yeah . : ... in w",present,continuative,2nd,go
"ough . : I get it all together here . : Uh-oh. : I!!!!!keep dropping it ._ There we go . : There you go . What do you think ? Just make sure they get the address properly , because if they do n't have the address , they 're",present,iterative,1st,drop
"e 's made a decision , all right ? : I 'll let you!!!!!keep throwing your temper_ tantrums and doing what you got to do . : Miguel , we understand you 've made a decision and th -- and that -- that 's it . OK . Let 's move along .",present,iterative,2nd,throw
"these things were really true . And -- and I still!!!!!kept going out there_ to look at our home that was being built , : What about those who would say , Those were filthy , foul things that that man said ... ' : Mm-hmm . : R",past,iterative,1st,go
"re this can be done . And during the show , we 'll!!!!!keep getting back in_ touch with you . And we 'll check in to see how this artwork is coming . You -- you are going to go home a canvas . Let 's go . OK ? : You are so kin",future,iterative,1st,get
"p telling she was going to kill herself because he!!!!!keeps threatening her ._ I -- honestly , I have never seen him hit her , but he -- she is really emotionally and mentally abusing her . : Yes , she is . I will agree with tha",present,iterative,3rd,threaten
"s trying to explain about the potato and everybody!!!!!kept cutting off ,_ so I let it go . 1 : How could you know , Macho ? You were n't there that day . : I 'll tell you what ... : ... ( Unintelligible ) potato . 1 : Macho",past,iterative,3rd,cut
"stened to the president , I listened carefully . I!!!!!kept waiting for the_ momentous phrase from President Clinton that did n't come , in my view . : Do you have any regrets about the campaign ? : Well , you always have one",past,continuative,1st,wait
"he echoes of dead voices final screams . "" He just!!!!!keeps telling her the_ same thing . I think you better ride this wave on out And at one point he says , "" All you hear is the clattering of broken bones And homes -- the cl",present,iterative,3rd,tell
"of our musicians . If I were a musician , I 'd say!!!!!keep spending those quarters_ . : Conductor DePriest , who himself is a little leery of some to make sure the musical stiffs are in the lobby and not on stage . : The medium shoul",present,iterative,2nd,spend
"e context , but we stepped back from that , and we!!!!!kept coming back to_ what does the science tell us , and I think the checks and balances worked very well . We have 18 members . And every time one of the members was in",past,iterative,1st,come back
"onomic potential engine for Asia , and the fact it!!!!!keeps getting weaker ,_ to me , is the thing that concerns me . If they could improve their consumption and build up their economy , then I think you 'd see the global econo",present,ambiguous,3rd,get adj
"e paid a terrible price for it and that we have to!!!!!keep repairing that ._ To say that it 's wrong and that we 're sorry about it is not a bad thing . That does n't weaken us . Rep. TONY HALL , ( D ) , Ohio : It 's rather si",present,iterative,1st,repair
"rbitrary , do not really reflect -- although if we!!!!!keep working at it_ they eventually will -- but they do not really reflect who we are mutually exclusive categories based on rather arbitrary distinctions of pigmentatio",present,continuative,1st,work
"ocked out of us as we grow older . The second -- I!!!!!keep coming back to_ images to do with the visual arts -- because basically that 's where I come from . But the second both sides , or this is a good drawing , holding up",present,iterative,1st,come back
""" How ' bout doing some Mozart ? "" COREA : Yeah He!!!!!kept hearing it from_ me like a constant drip , you know , from a faucet It was a wonderful encouragement , because you were touching on really something I really loved an",past,iterative,3rd,hear
"radio snakes were up dancing and hissing And Billy!!!!!kept looking , but_ Henry stayed missing Billy Bobbity glided along through the park "" Henry Bobbity , please come on home before dark It 's scary sometimes to be out al",past,continuative,3rd,look
"t there was such a thing as an air pocket . And we!!!!!kept going up and_ down in the air . And you get to a point where you 're steady for a while . All of a sudden , you it wrong When these northern cities ' shift speaker",past,iterative,1st,go
"e ! Woman : off of there . Woman : More . : More .!!!!!Keep singing it until_ you get it right , baby . : Sam , I got an idea . : ( Comes out with Davis in his arms ) I 'd like to thank the NAACP for this wonderful trophy . : P",present,iterative,2nd,sing
ow is an airplane option to Cyprus . : The Feeneys!!!!!keep planning her rescue_ ... : It 's a perfect spot to bring in a boat if we have to . : ... commando-style. : ( Foreign language spoken ) Translator 1 : She says that the pr,present,iterative,3rd,plan
"hink that -- that we should say more , and you can!!!!!keep asking the questions_ . But I 'm telling you I think that we said . I have told the American people more than any other candidate for president . The re -- the result of t",present,iterative,2nd,ask
"may come back again . MEDICAL RESEARCHER : Can you!!!!!keep going ? MICHAEL_ GUILLEN : ( voice-over ) Right now , a total of nine human studies on HGH are trying to sort out fact from fiction , trying to see if growth hormone",present,continuative,2nd,go
ZA : I think I 'm going to keep it . I 'm going to!!!!!keep going on with_ this diet . ARNOLD DIAZ : ( voice-over ) Rebecca lost four pounds in a week . REBECCA GAMAR : Take a look . See that ? I can feel my hip bones . For,present,continuative,1st,go
"Doctor ? Dr. NANCY SNYDERMAN : Yes , you know , I!!!!!keep seeing two kids_ who , for -- at some basic inner core were isolated , and it was unrecognized . There 's a breakdown in communication . I think all of us who are par",present,iterative,1st,see
"lt like a science fair project , because everybody!!!!!kept saying , ""_ Are you OK ? "" LISA McREE : Right . PAT SCHROEDER 're fine . PAT SCHROEDER : They had a wonderful time . LISA McREE : You decided you could n't run f",past,iterative,3rd,say
"t of my time I will be back here . And each time I!!!!!keep coming back to_ prison , I 'm going to be back here . TED KOPPEL : How does a little guy handle himself in a place like this , by himself ? SPEEDY GARZA : Even small",present,iterative,1st,come back
"to keep going over the words and that they have to!!!!!keep going back --_ the pages ? ' And she said , ' That , my dear , is called reading . ' McEWEN : That 's right . : OK . OK . Well , that 's what I did . I was reading",present,iterative,3rd,go back
"all the times the idea of the jury question , that!!!!!kept coming up --_ if a trier of fact should hear this case -- because that obviously was on the judge 's mind : should this be sent back to the jury , which is of cour",past,iterative,3rd,come up
"Seventy percent of the American people want him to!!!!!keep doing his job_ . Who are a bunch of politicians that are running around in Washington to take away from who the American people : Senator Ashcroft , supposing the p",present,continuative,3rd,do
"taken with them as a journalist -- the scientists!!!!!keep saying that sharing_ , group experiences , telling the stories , learning from other people , actually has : Would it help , gentlemen , in your opinion , to legalize ? :",present,iterative,3rd,say
". Paul , go ahead . : I 'd like to mention that I!!!!!keep hearing over and_ over and over again that everybody 's very pleased because of the economy , and the president creates the economy . The president does not create the",present,iterative,1st,hear
"number eight . : Did you ever ask Mrs. Noe why she!!!!!kept having children ?_ : They wanted kids . : ( Voiceover ) Baby number eight died in the hospital , just six hours after her birth , of a blood abnormality . At this point",past,iterative,3rd,have
"he assembled group that day . : The word evil just!!!!!keeps coming back to_ me. : As Shore describes it , the story begins at about 6 PM the rainy night Brenda vanished . She says Ignatow tells Brenda that a friend of his wan",present,iterative,3rd,come back
"time out . And this is really an early ... : Just!!!!!keep attaching it to_ legislation ? : ... early part of this whole kind of legislative process . And I 'm absolutely convinced , as we get closer and closer to the -- to t",present,iterative,N/A,attach
"e Monica Lewinsky investigation and situation just!!!!!keeps churning along ._ With us now to talk a little about that , law Professor Jonathan Turley and former White House counsel Jack Quinn . Michael Isikoff of Newsweek magaz",present,continuative,3rd,churn
"nd Social Security , but the scandal . You want to!!!!!keep calling the president_ a liar . What is the Republican plan to save Social Security , by the way ? : The Republican plan was outlined -- "" 90-10 ( ph ) plan "" it was called",present,iterative,2nd,call
"Mike ? Terrific . I 'm glad you called . : Hey , I!!!!!keep hearing the term_ "" bipartisanship , "" mostly from the Democrats . I 'm not exactly sure that those on the side of the president really know what that word means . I m",present,iterative,1st,hear
"e , hit the smooth snow on the other side and just!!!!!keep going . And_ it would be doubling the run . When it was right , you 'd get a slow start at the top of the hill . That was nice . It gave you time to pick out the",present,continuative,N/a,go
eah . Because no one 's buying those goods . : You!!!!!keep talking about a_ global economy . How long is this gon na go on ? : Really probably through the end of next year is the predictions that I 'm getting from most analys,present,iterative,2nd,talk
"w . : These are the ' 90s. : And you mix it up and!!!!!keep going until it_ gets to be like this . And this is kind of like -- oh what I 'm saying ? : Mm-hmm . : OK . And then you take a box and you just cut , oh , about a tw",present,continuative,2nd,go
"joy this . This is gon na be your last time . ' He!!!!!kept switching the story_ often . And there was a bottle laying on the floor and he 's like , Do n't try anything stupid . Do n't grab for that . ' And the gun was at my head",past,iterative,3rd,switch
"hatever 's going on with it . And you just have to!!!!!keep asking for help_ . You have to be that strong advocate for your kid , even if they do n't want the help , because that 's your role as a parent . : I agree . That 's",present,iterative,2nd,ask
"rld . And I hope we can keep our economy going and!!!!!keep making progress ._ But to me , every day is a gift , so Christmas is just a time to be thankful for that . : Any New Year 's resolutions ? That 's -- 1999 's around the",present,continuative,1st,go
"All we 're saying at this point , is we 've got to!!!!!keep manipulating the environment_ . We 've just got to manipulate it smarter The Salton Sea Restoration Bill should go before the full House later this summer . If passed , the who br",present,iterative,1st,manipulate
"apple varieties that we know have been grafted and!!!!!kept going from the_ time of the Roman Caesars . God , that is of Arc , each kept grafted and documented just by little individuals like you and me , and my grandfather .",PASSIVE,PASSIVE,PASSIVE,PASSIVE
". School 's a major issue . I want to make sure I!!!!!keep getting those As_ Four weeks later , in April , Lisa is still unemployed , despite what she says has been her increased effort . She 's answered more ads , reapplied a",present,iterative,1st,get
"talking to him , trying to give him the -- but he!!!!!kept interrupting me ._ The kid asked me , "" Why you so angry ? "" And what you see is me trying to explain to him the feeling , the shame I feel being an American , not blac",past,iterative,3rd,interrupt
"t understand at the time , Ed Pritchard Pritchard!!!!!kept moving up ,_ going to one agency after another , these New Deal agencies that ... CAMPBELL : Right . Pritchard exercised a significant amount of power during the",past,continuative,3rd,move
"gram Yes , Ray . I was wondering , why is the U.S.!!!!!keep creating these puppet_ government in these developing nations and not actually trying to give the people resources to , you know , go on with their own lives ? SUAREZ : Wel",present,iterative,3rd,create
