text,Tense,Aktionsart (C/I),Subject Person,Ving
You 've got to <keep washing that .> You 'll have to keep washing that to er,Present,Ambiguous,2nd,Wash
"He , do n't she , she <keeps saying damn ?> When she were",Present,Iterative,3rd,Say
[unclear] she <keeps saying it !> That other,Present,Iterative,3rd,Say
"anyway she says I 've set my mind on it , and she said I <kept going round and> going round she says it was such a price Mm",Past,Iterative,1st,Go
"<keep using much stuff> we 've got now , hmm you know we do well with that stuff too Well , just oh what we had stuff",MISTAG,MISTAG,MISTAG,MISTAG
"rabbit rabbit for it rabbit rabbit , <keep saying rabbit rabbit> , but we never get none do we ? You say rabbit rabbit tomorrow when we get there if we",Present,Iterative,2nd(Imperative),Say
<Keep moving it !> Mm ?,Present,Continuative,2nd(Imperative),Move
"<Keep saying that ,> but we get some good stuff from there . Eh ?",Present,Iterative,2nd(Imperative),Say
[unclear] I mean I was appalled because she <kept making such a> lot of mistakes . You have n't looked for it ?,Past,Iterative,3rd,Make
"then , no Ian had an orange one and when we pedalled it up and down it <kept falling off so> Katie put a bolt in it , a wee little one and it screwed onto the tractor bit . Good .",Past,Iterative,3rd,Fall
Do they <keep popping up to> have air ? Air ?,Present,Iterative,3rd,Pop up
"which is the excuse , I 'd rather somebody went along sort of said right I 'll have it done such and such a time rather than <keep buggering about Yeah> . like anybody , do you know what I mean ?",Present,Iterative,3rd,Bugger
"I said good girl , <keep going . Yeah> . Oh I 'm going to she says .",Present,Continuative,2nd(Imperative),Go
"And my feet <keep swelling up .> I 've got my shoes on now , but I could n't",Present,Continuative,3rd,Swell
Do n't know why they <keep swelling up .> Oh crikey .,Present,Continuative,3rd,Swell
She <kept raising her eyebrows> and laughing . I was watching her .,Past,Iterative,3rd,Raise
Then <keep pulling it towards> you that 's it . Oh I 'm with you .,Present,Continuative,2nd(Imperative),Pull 
You <kept giving him a> hundred . By not hitting the ball .,Past,Iterative,2nd,Give
"You know you <keep giving , if> you keep missing the ball . Yeah , it does .",Present,Iterative,2nd,Give
How do you <keep getting them ?> Only got two in the box though .,Present,Iterative,2nd,Get
It 's coming off here <Keep moving it [unclear]> . What 're you playing for then [unclear] ?,Present,Continuative,2nd(Imperative),Move
"And er but it was only about half past five I did n't [unclear] I never stopped till the [unclear] I just <kept going now tha> well about half past four , I started to pack up and I realized my sandwiches were still in my snack box so I I 'd I 'd had one one earlier on whilst I was still working but yes the lady there she made us a couple of cups in the morning , er cu cup of coffee , I think about what yeah about half ten time but the time I painted a little bit and I thought oh I 'll stop and have a fag , with my coffee [unclear] and I had a cup of tea later on in the afternoon but er I did n't stop , I kept going , you know and then course by time I got to my drink , it was cold it was cool , so you drink it straight down Drink it straight down .",Past,Continuative,1st,Go
"And er but it was only about half past five I did n't [unclear] I never stopped till the [unclear] I just kept going now tha well about half past four , I started to pack up and I realized my sandwiches were still in my snack box so I I 'd I 'd had one one earlier on whilst I was still working but yes the lady there she made us a couple of cups in the morning , er cu cup of coffee , I think about what yeah about half ten time but the time I painted a little bit and I thought oh I 'll stop and have a fag , with my coffee [unclear] and I had a cup of tea later on in the afternoon but er I did n't stop , I <kept going , you> know and then course by time I got to my drink , it was cold it was cool , so you drink it straight down Drink it straight down .",Past,Continuative,1st,Go
tight trousers he <kept saying . Yeah> well they was cracking ! Well they all had high neck,Past,Iterative,3rd,Say
"He <kept moving round the> other side , cos they 've all got high neck jumpers have n't they Ron ? Said he ai n't going no more , if I find out it 's a ladies team [unclear] that 's it he 'll be banned .",Past,Continuative,3rd,Move
"No it does all over the place , wherever put newspaper down , he does it on the carpet so <kept doing it by> the cooker so we put newspaper down there , and put the toys away , see they was in the way you see , put newspaper down there and then next [unclear] would n't have that , [unclear] . Ooh God !",Past,Iterative,3rd,Do
"Well you 'll just have to cry Bryony because you 're going to have them on because it <keeps raining . I> do n't And , they 'll keep your hands warm cos none of you 'll keep your gloves on will you ?",Present,Iterative,3rd,rain
You <keep swallowing [unclear] .> Amy .,Present,Iterative,2nd,Swallow
Oh well you 'll ha if you <keep getting it on> your fingers just eat it up and I 'll wash you when you 've finished . As long as it 's not going near your sleeve it does n't matter . [unclear],Present,Iterative,2nd,Get
"there 's a great you know the big heavy erm , foam thing , but it <kept slipping away .> All the morning I kept pushing it back again .",Past,Iterative,3rd,Slip
All the morning I <kept pushing it back> again . Aye .,Past,Continuative,1st,Push
"So we <kept opening the door> it blew out once again and he put it on again and we were still getting these fumes till about oh about half past five it seemed to stop , u we had the windows open . Mm .",Past,Iterative,1st,Open
"Have been too close to it and it had , and the vents at the back had got churned up with dust at one time , I <keep dusting it now> . Oh !",Present,Iterative,1st,Dust
She <keeps going back .> minutes for a sip .,Present,Iterative,3rd,Go
"so those houses were all sandbagged , but it , it got into some , the problem was that the , the road closed sign <kept blowing down in> the wind , I tried to stand it up but it was oh so heavy , I got it up , but it , it immediately blew down again , and Well we went down",Past,Iterative,3rd,Blow
"I know he <keeps going like this> with it , he keeps going what d' ya do , what 's Richard doing ?",Present,Continuative,3rd,Go
He <keeps undoing the belt> ! Who 's that ?,Present,Ambiguous,3rd,Undo
"I mean we ca n't <keep going shopping every> week for , erm providing like all the meal or do we ? Yes I suppose we do do n't we ?",Present,Iterative,1st,Go
"Well , everybody <keeps telling us they> 're not doing anything . They just do n't know how they 're surviving but they keep going on !",Present,Iterative,3rd,Tell
<Keep telling the same> old tales ! Is she the one with a teapot in suit rack ?,Present,Iterative,2nd(Imperative),Tell
"When they 'd all gone out she says er , what 's that noise they <keep making ? I> says , oh it 's a bit of a spring . She said show me .",Present,Iterative,3rd,Make
"Well , <keep leaving the doors> , opening the doors to feed the birds ! Making it cold !",Present,Iterative,3rd,leave
Yes we <kept going there when> [unclear] yeah . Th th that 's going now,Past,Ambiguous,1st,Go
"hosepipe ban at all , we <keep saying that so> I do n't know what people are on about ! You know , ee , that 's just a new",Present,Iterative,1st,Say
"That 'll take the taste of it off , if you <keep drinking that .> What book 's that ?",Present,Continuative,2nd,Drink
"you wo n't be able to <keep hurting it though> , eh ? No .",Present,Ambiguous,2nd,Hurt
"yes , well there 's a new shop opened near the showers market , erm new thing brick a brac its called , we 'll go in there its got , they <keep advertising and they> 've got one in Mayfield Road oh we 'll have a look then sometime",Present,Iterative,3rd,Advertise
Well if I want to turn something [unclear] I 've got ta <keep walking in and> out and I do n't wan na do that . Well then leave that till warmer weather .,Present,Iterative,1st,Walk
"I mean if we go , we 're sitting on the outside and invariably they 're a bit over into the gangway well if a chap <kept pushing against us> as the car went round corners it would n't be very nice would it ? Some might like it , some might object .",Past,Ambiguous,3rd,Push
"Just that shoulder still hurt ? <keep rubbing it mm> , just I just rub it down and to keep it moving another salt for a week or two in it , the icy roads , bound to put salt down are n't they ? no , you get obsessed with that",Present,Continuative,2nd(Imperative),Rub
oh yeah <keep coming no you> 're not having too much why ?,Present,Continuative,2nd(Imperative),Come
"I <keep going hot and> now I 'm cold , and then my throat 's hurting . I think , would you like to do some er adaptation , you know with a",Present,Iterative,1st,Go
That 's the garden in Summerleigh I <keep telling you that> ! Oh it comes down to from there .,Present,Iterative,1st,Tell
"they <keep breaking though !> We use some for , I 'll tell",Present,Continuative,3rd,Break
"You should <keep rubbing it .> Lo look , like that ?",Present,Continuative,2nd,Rub
Well that 's er I <keep getting that .> Ooh I love [unclear] !,Present,Iterative,1st,Get
"Well I <keep getting up .> This is a bit boring , you know , [unclear] sort of jumping .",Present,Iterative,1st,Get up
"You remember in France , the er they made you [unclear] where we <kept walking round the> table and er she sa , anyway said er fish soup ? And you said yes .",Past,Continuative,1st,Walk
Do n't <keep going with him> . Just ignore him .,Present,Continuative,2nd(Imperative),Go
"I <keep saying , no> Look !",Present,Iterative,1st,Say
"who <kept saying do n't> you , do n't you keep taping me ! I keep taping them .",Past,Iterative,3rd,Say
"who kept saying do n't you , do n't you <keep taping me !> I keep taping them .",Present,Continuative,2nd,Tape
I <keep taping them .> So we 're to watch all the swear words have we ?,Present,Continuative,1st,Tape
"I just kept <keep putting that ,> tha you know , I keep looking at it until I think it 's alright . Yeah .",Past,Iterative,1st,Put
"I just kept keep putting that , tha you know , I <keep looking at it> until I think it 's alright . Yeah .",Present,Continuative,1st,Look
"As long as er I keep finding places that I have n't , you know thi this is leaving it to the la I have n't left it till the last minute , but all las la you know I <keep looking at it> and thinking well You have n't left a box of that here .",Present,Continuative,1st,Look
She <kept putting the curlers> in and i they just kept coming out . She said I do n't believe this !,Past,Iterative,3rd,Put
"Cos they , they <kept blowing before though> did n't they , those ? If I remember rightly .",Past,Continuative,3rd,Blow
"No , I mean if you just <keep using the bay> Oh aye .",Present,Iterative,2nd,Use
"They <keep sending , they> keep changing my passport ! Well they do , do n't they ?",Present,Iterative,3rd,Send
"They keep sending , they <keep changing my passport> ! Well they do , do n't they ?",Present,Iterative,3rd,Change
"It 's , it 's pa just past , if you <keep going past the> Pembroke it 's there . But erm that 's right , going out .",Present,Continuative,2nd,Go
"Because I 'm , you know , if they sa if they <keep crossing me the> way they are , quite frankly I 'm you know , willing to make remarks myself . Although I do n't want to do damaging things , but I do n't see why I should be the person con cons constantly getting the flack from a group of people who were you know .",Present,Iterative,3rd,Cross
Well they 'll <keep doing it .> They 'll keep on if they can .,Future,Iterative,3rd,Do
I <keep forgetting that bloody> tape 's on . One fifty nine .,Present,Iterative,1st,Forget
"That 's it , it 's just after the [unclear] look at the ballerina broach and see what you think , broach , no silver , <keep going That ?> keep going",Present,Continuative,2nd(Imperative),Go
"That 's th the trouble is they <keep repairing , [unclear]> they do n't tell you this do they , I mean No !",Present,Iterative,3rd,Repair
"But what so i it does he think something from the ga cos it <keep coming on and> off ? Well he do n't know cos he do n't know how those , figure out how they work .",Present,Iterative,3rd,Come
"you have n't got any hot water at the moment that 's why I said that should well I would have thought he did it but you got no hot water then that should <keep going until the> water stops . No it does n't you run the top tap now in the kitchen , turn it off that will ignite and come on go and try it .",Present,Continuative,3rd,Go
Well no because it 'll tha it does n't work like that it takes about cos it 's cold it 's gon na take about an hour to warm up and that wo n't come on that 'll just cu <keep coming on and> off all the time till it 's hottened up . Will it ?,Present,Iterative,3rd,Come
"Well it 's it 's like you trying to say you 're gon na boil a pan of potatoes and you 've got ta <keep turning it off> every two minutes , cos it 'll be getting too hot ! Well no because there 's a ba pa pan of potatoes is a bit different to",Present,Iterative,2nd,Turn off
Why <keep putting it off> ? People put it off and that is where they get in the trouble .,Present,Continuative,2nd,Put off
And you <keep washing it .> Yeah .,Present,Ambiguous,2nd,Wash
You 'll have to <keep talking Carla .> Ha .,Future,Continuative,2nd,Talk
And they <keep giving her a> courtesy car so I should think so after spending twenty one grand ! mm mm mm mm mm mm Mm I should think it would .,Present,Iterative,3rd,Give
"Do n't you remember they <kept saying , they> kept saying there gon na shut it down , shut it down , and then six months later we went round there , oh no there no shut No , yes , yeah yes",Past,Iterative,3rd,Say
You ca n't <keep carrying the shopping> that 's right .,Present,Ambiguous,2nd,Carry
"She said no he <kept saying oh we> 'll start you in a month , start you in a month [unclear] if I get rid of her . And he would n't get rid of her .",Past,Iterative,3rd,Say
"he <keeps coming in and> ah , it feels",Present,Iterative,3rd,come in
"we <keep having these though> do n't we , the last three or four years . I know we do .",Present,Iterative,1st,Have
"I know people <keep saying oh we> 'll do it for you but We 'll do it , we yeah I know .",Present,Iterative,3rd,Say
"Well it made him drowsy for one thing , it <kept knocking him out> . And er he could hear me perfectly well .",Past,Iterative,3rd,Knock out
You just <keep talking amongst yourselves> . [unclear] ?,Present,Continuative,2nd(Imperative),Talk
<Keep blowing Ca n't> do it . Ready ?,Present,Continuative,2nd(Imperative),Blow
"Oh go on then , I <keep saying just a> small bit . Mummy",Present,Iterative,1st,Say
She <kept looking over there> . Do n't know what she was looking at .,Past,Ambiguous,3rd,Look
"She <keeps kicking her legs> and going , ah , ah . Is the [unclear] ready [unclear] ?",Past,Ambiguous,3rd,Kick
"They 're just doing a kind of tour of loads and loads of houses cos they <keep moving with his> job . Oh , right .",Present,Iterative,3rd,Move
"You <keep complaining every time> you get hiccups , you say oh I do n't like them . I 'm trying to help get rid of them , sorry .",Present,Iterative,2nd,Complain
So they <keep telling me .> They 've gone out for a walk to have a cigar but as far we 're concerned they 're not having a cigar .,Present,Iterative,3rd,Tell
"So of course he had to <keep smoking them until> he 'd finished Until they 'd gone , yes .",Present,Iterative,3rd,Smoke
So I 'm feeling less and less married the more rings I <keep breaking . I> ca n't get my wedding ring off . No .,Present,Iterative,1st,Break
Shorebury Park who had a wedding cake made and she <kept phoning her up> and Alison was n't making cakes at that particular time . Oh when Louis was born ?,Past,Iterative,3rd,Phone
And I 've remembered his name cos I <kept thinking of Charles> [gap:name] . You know who Charles [gap:name] is do n't you ?,Past,Iterative,1st,Think
"Erm you do n't know you know because the more our college prices <keep going up and> up , B H S [unclear] on it , they are cheaper than our corned beef . Yeah , well , [unclear] .",Present,Iterative,3rd,Go
"mum stop <keep saying turn it> off , turn it off now look its wobbly because your voice is getting louder",Present,Iterative,2nd(Imperative),say
I <keep coughing like that> . Oh alright then .,Present,Iterative,1st,Cough
"It 's just when music 's being played like that [unclear] <keep going and one> [unclear] point do n't you , really ? What ?",Present,Continuative,3rd,Go
"I <keep forgetting . You> might as well go down there because you , you just might see something down there . I always go down .",Present,Iterative,1st,Forget
"Oh , dad <keeps going on about> it , I 'll say that ! So it 's dad over this weekend , try and talk me out of buying a bike !",Present,Continuative,3rd,go
"Yeah , I 'm not gon na <keep driving all the> way over there ! That 's it !",Future,Continuative,1st,Drive
"<keeps saying hello ,> I 'm not completely sure where he lives . He seems to know me cos he erm when we 've been out and [unclear] big smile , hello you know ?",Present,Iterative,3rd,Say
"Erm <keeps giving little bits> erm It was when he was a child apparently , he claims to have been aware of it , you know ? Mm .",Present,Ambiguous,3rd,Give
"That middle drawer over there <keeps coming out all> the time [unclear] . Mind of it 's own job , yeah ?",Present,Iterative,3rd,Come
Well it have to pop out but it <keeps popping back in> again that 's all that is Sorry,Present,Iterative,3rd,Pop
used to just <keep topping that you> know I thought they 'd be more into spirits than wine,MISTAG,MISTAG,MISTAG,MISTAG
"See , just <keep going so the> flint 's gone . Oh !",Present,Continuative,2nd(Imperative),Go
"when they play cards he <keeps saying [unclear] And> what did you want ? things , little sayings .",Present,Iterative,3rd,Say
"He said just everything that was happening , I <kept getting horses .> And anyway , he said to me he says is there a man in the spirit world close to you ?",Past,Iterative,1st,Get
I keep thi I <keep sitting down to> it and thinking God ! There 's so much I have n't done for this exam .,Present,Iterative,1st,Sit
"I was , I <keep looking and I> 'm thinking Is it pink ?",Present,Ambiguous,1st,Look
She <keeps smelling the washing> powder Oh,Present,Iterative,3rd,Smell
"We <keep having it .> I 'll tell you what , when I was in school yesterday I went into a classroom and there , hanging in a classroom , was a skeleton made out of cardboard .",Present,Ambiguous,1st,Have
"It <keeps banging in the> wind . Mm , it was very windy today .",Present,Iterative,3rd,Bang
Should n't <keep changing everything round> . Is this is brand is n't it mum ? [unclear],Present,Iterative,3rd,Change
"She must be eating something , to <keep going surely ?> She 'll probably [unclear] !",Present,Continuative,3rd,Go
"It <keeps falling over .> [unclear] Here love , that 's yours .",Present,Iterative,3rd,Fall
We <keep doing this .> I 'm having a lot .,Present,Ambiguous,1st,Do
Twenty tapes to fill so you can <keep going forever .> Twenty tapes you 've got to fill ?,Present,Continuative,2nd,Go
People <keep giving me money> you see and I keep going and spending it so so it 's not quite like your birthday cos on your birthday you get lots of presents do n't you ? Yeah .,Present,Iterative,3rd,Give
<keep going . Straight> on . Yeah .,PResent,Continuative,2nd(Imperative),Go
"And they er er they said people getting on this train er it was on the eleven , platform eleven near to where we were make sure , they <kept giving it out> giving it out , you must get out at Leamington Spa if you want Banbury . Mm .",Past,Continuative,3rd,Give
<keep talking as we> go . [unclear] Is that your hat or is it mine ?,Present,Continuative,3rd,Talk
"What do you think dear , cos this child <keeps moping on about> bread Do n't you want birthday [unclear] ?",Present,Continuative,3rd,Mope
"Yeah , yeah six minutes past the hour so there , yeah , so they <kept giving you doubts> , now if you 're getting on this train make sure you get out at Lemington , so at about twenty past twelve , the twelve six went out from platform eleven , why , cos that will upset everything then , by , few of the trains kept coming round , then they said were very sorry but the Shrewsbury train will come in at platform ten that 's where we 're all waiting , so the ready [unclear] train be outside somewhere , so , that came in just as the , the twelve , six went out about twenty past twelve these [unclear] in and this girl got up so we said do n't get on this , you 'll never get to Birmingham [unclear] you get on here , wait until we get on we said , cos they changed the train , oh she was getting all w",Past,Iterative,3rd,Give
"Yeah , yeah six minutes past the hour so there , yeah , so they kept giving you doubts , now if you 're getting on this train make sure you get out at Lemington , so at about twenty past twelve , the twelve six went out from platform eleven , why , cos that will upset everything then , by , few of the trains <kept coming round ,> then they said were very sorry but the Shrewsbury train will come in at platform ten that 's where we 're all waiting , so the ready [unclear] train be outside somewhere , so , that came in just as the , the twelve , six went out about twenty past twelve these [unclear] in and this girl got up so we said do n't get on this , you 'll never get to Birmingham [unclear] you get on here , wait until we get on we said , cos they changed the train , oh she was getting all w",Past,Iterative,3rd,come round
"No , no leave the door cos daddy does n't want mummy to see what he 's doing in the kitchen see , if you <keep moving that she> can see . Were you thinking of taking a walk with it ?",Present,Continuative,2nd,Move
"<keep putting [unclear] I> ca n't Just put one thing in , not a whole lot of things",MISTAG,MISTAG,MISTAG,MISTAG
"No , he <kept waking up constantly> , you , did n't you ? You kept shouting for mummy or daddy or somebody",Past,Iterative,3rd,Wake up
You <kept shouting for mummy> or daddy or somebody What you keep waking up for ?,Past,Iterative,2nd,Shout
"Erm , that wall down there right , he <keeps going on it> Michelle come on",Present,Continuative,3rd,go
"How long <keep fitting can you> get ? Well he had a night off , it 's not very often he has a night off , so",MISTAG,MISTAG,MISTAG,MISTAG
"Buddleia , same time as you planted the Buddleia , you planted this other thing , we do n't quite know what it is against the fence , and it <kept sticking out when> we played ball , do you remember ? It was too big for the border , I really wanted little flowers and prettiness down there really instead",Past,Continuative,3rd,Stick
"Tim , <keep going what ?> As of were all a",Present,Continuative,2nd,Go
"people <keep telling me about> them and I do n't seem to write them down , I probably so I",Present,Iterative,3rd,Tell
She <keeps apologizing for him> . [unclear] perfectly normal [unclear],Present,Iterative,3rd,Apologize
You <keep missing out number> fifteen . It goes fourteen fifteen,Present,Iterative,2nd,Miss out
He <keeps missing out fifteen> . It 's [unclear],Present,Iterative,3rd,Miss out
"Just <keep talking normally .> Wha what , what thing ?",Present,Continuative,2nd(Imperative),Talk
"Well , so there you are and I told them , he he said that he wanted erm a urine sample you see and so of course when the nurse come after he 'd gone , later and I <kept waiting and I> thought to myself well I want to know the result ! Yes .",Past,Continuative,1st,Wait
all that money that they <keep demanding from the> er th wa th wa the firms and such like that ought to have been ploughed back into the firm ! That 's right .,Present,Iterative,3rd,Demand
Oh you just <keep moving the whole> time . Running on the spot and waving your arms about,Present,Continuative,2nd,Move
"Just seem to <keep moving all the> time without even running on the spot . Yeah well this is , this is you know [unclear] it 's very difficult to run in the water",Present,Continuative,2nd,Move
"and they 're only saying it for the sake of <keeping going . Yes> [unclear] And then er so it 's never , it 's never worth serious attention is it ?",Present,Continuative,3rd,Go
"Yeah , but what about erm what , what it <keep doing with your> [unclear] sprouts ? Oh the [unclear] , sprouts got you in the bath , went to [unclear] and er kitchen to clean the sprouts , chuck them in a bowl I thought that 's funny , I did n't chuck that one in there !",present,Iterative,3rd,Do
"Yeah , ah well erm when I was younger I used to watch dad so when he put his seeds out I used to erm get the erm erm erm , spade and sort of <keep digging them up> , se seeds up so I got , I got to know how to use them by then then then erm while I 've got older dad got another piece of ground what he 's given up now",Present,Continuative,3rd,Dig
and we keeps erm digging it up and weeds <keep growing . Yes> . We had potatoes in there for a time but we had to keep hoeing all the weeds out .,Present,Continuative,3rd,Grow
"Yeah I keep , when I I I always scrape the vegetables sometimes but when I do though I <keep cutting my fingers> ! Ugh , yes , yes !",Present,Iterative,1st,Cut
"Oh well I 'll have to try , try <keep going down to> the courses down to Toshiba . Yeah ?",Present,Ambiguous,1st,Go
"and er , it helps me to , it 's only a hobby , you know , but er , it 's one that I 've had for donkey years , I want to er <keep going with it> as long as I can Like somebody , somebody said on the radio the other day , everybody 's got a song inside them",Present,Continuative,1st,Go
"I <keep sending them back> but I have n't got the twenty thousand yet . Ah I did win s it was before , before Tasha and John got married it was er one of these catalogues that came through you see anyway I sent the thing back and I got the catalogue and they wanted some things out and you get twenty five pounds off whatever you ordered , the first order , so quite alright but I did win something out of that draw twenty five P",Present,Iterative,1st,Send
"I can see your eyes <keep going , yes> . She 's only gone in there .",Present,Iterative,3rd,Go
"Her eyes <keep going like this> when she heard the noise . What time is Malcolm due home , seven ?",Present,Iterative,3rd,Go
"And she <kept saying how childish> he was . Yeah , oh it was predictable that was n't go to work .",Past,Iterative,3rd,Save
Well I 'll have to <keep doing these pools> . That 's right .,Present,Iterative,1st,Do
Well I <keep sending these coupons> off that come through the door en entering competitions but I do n't get anything .,Present,Iterative,1st,Send
Did you see the one who <kept running up and> down in the weird hat ? Taking photos .,PAst,Iterative,3rd,Run 
I was gon na say if you <keep doing that you> 'll be getting some [unclear] . Would you like to say [unclear] .,Present,Continuative,2nd,Do
"Charlie , is on his last legs , has been for years and , might as well have him put down , [unclear] as that Nick <keep saying , I> think I 'll have to have him put down he , when he takes him for a walk he collapses . [unclear] .",Present,Iterative,3rd,Say
"Yeah , anyway , I thought well , there 's so [unclear] he said <keep getting that bloody> form , I [unclear] if you do n't like it [unclear] . I said , well , what I 'm ringing about is am I allowed back in there or am I barred ?",Present,Iterative,3rd,Get
"The adverts come on , I <kept turning over I> said for christ sake stop it How 's your mum ? Fine .",Past,Iterative,1st,Turn over
"Well Nat woke up at , half past one , she was awake then all night she <kept coming in Oh> Jesus Christ",Past,Iterative,3rd,come in
"Course she 's worried , cos like she smokes a lot and she 's say what thirty and that 's her first , and they <keep going on to> her all the time like , I said well do n't worry about it , you know . [unclear] she does feel guilty perhaps she can just try and cut down a bit now .",Present,Iterative,3rd,Go
"And she <kept pulling it and> making the hole go . That 's what [unclear] wants for Christmas , a camcorder and he thinks I 'm gon na buy him one .",Past,Continuative,3rd,Pull 
[unclear] <keep staying in .> Did you go out ?,Present,Continuative,2nd(Imperative),Stay
"And you just could n't absolutely see anything serving customer I was going to so , to move or change out my draw shutting it up , turning it off , going away and somebody else had come , he kept , kept , <kept doing that and> he was stood there all the time and I thought I thought you definitely wo n't get the job ! Well you 're , you 're not bloody suitable for it cos you keep getting under my bloody feet !",Past,Continuative,3rd,Do
"Well you 're , you 're not bloody suitable for it cos you <keep getting under my> bloody feet ! And then",Present,Iterative,2nd,Get
"Andy 's a real mate he just <kept saying straight heads> er for all the times when I might have said oh , I could n't really talk to some people last night and he 'd say what you mean straight heads ? [unclear] he 's right . Totally different wavelength man .",Past,Iterative,3rd,Say
"Your father said er David was poor yesterday , Monday , he <kept coming over sick> . But , I felt , I know , at one point I really thought I was going to have to ring Iris to come and just sit with the kiddies , but I thought well if I drop down what the hell , devil this house gon na look like in , with three of them let loose in .",Past,Iterative,3rd,come over
"Oh you can <keep going though totally> over the top I thought well Joseph 's was twelve ninety nine and Ben 's was fourteen nineteen ninety nine and that 's just tough that I 've got you know , I ca n't get Charlotte 's any cheaper than that , but , I mean they 're not gon na know how much I 've , they 're not gon na say well you 've got five pound more than what I have cos they 're not of that age so , that 's how I 've left it , that 's what I 'm gon na do , I 'll get her the circus and then they can swap them over and Joseph will be happy that he got something on wheels Yeah",Present,Continuative,2nd,Go
"Tell you what I 've got , I <keep getting , I> , I shall think I 'll have another one tonight , is a great big egg box Mm , well you see , these , these are big boxes on their own there , putting them in another one",Present,Iterative,1st,Get
"I mean that does n't help as well , I know [unclear] Sainsbury 's or Tesco 's and you have to <keep taking them off> and putting them on Yes .",Present,Iterative,2nd,Take
He said you 're the one who <kept saying go for> it Go for it yeah,Past,Iterative,2nd,Say
"Well from when you first had the operation and you was frightened <keep bumping into you> , and it 's , I mean that 's taken an awful lot of confidence away and you still got Oh dear I feel worn out",Present,Iterative,3rd,Bump
"Well we bring a ball for Rocket and he 'll , he 'll run to it and then he 'll walk off and leave it , so we have to keep , we have to <keep finding it .> You have to run for it .",Present,Iterative,1st,Find
"I <keep looking at suits> and have ah , erm , completely unzippable covers for cleaning . Oh that 's nice and warm .",Present,Iterative,1st,Look
Now I <keep trying that with> you . oops [unclear] Might be the weather .,Present,Iterative,1st,Try
"And they hung about and hung about and then they came across here , looked at the board and they <kept turning round and> looking where I was . And I was still hanging there .",Past,Iterative,3rd,Look
That 's what they <keep telling me .> Oh I see .,Present,Iterative,3rd,Tell
Except <keep driving round Wokingham> looking for it . I mean they at least they could pick you up cos they 'd had the log book .,Present,Continuative,2nd(Imperative),Drive
"I <kept waiting for him> to turn his head , so it , get , one properly . Good view , never mind you 'll have another go .",Past,Continuative,1st,Wait
"Except we 've got , we 've got , fish net nylon stuff over the bottom because otherwise things <kept falling through .> Mm , yeah .",Past,Iterative,3rd,Fall
"Do n't know why they <keep changing their minds> about it , honestly , [unclear] people start [unclear] . Yes [unclear] change it to inches now [unclear] .",Present,Iterative,3rd,Change
"So he <kept saying , oh> do n't bother going out tonight go after next Saturday for an hour like . He said , oh no I 'll take his line and I have n't got the money to",Past,Iterative,3rd,SAy
"Put the glass in and he <kept coming and si> sit , trying to get on the bloody windowsill and getting out ! I bet !",Past,Iterative,3rd,Come
Amy <keeps getting mine out> of the bin . Well erm throw them in the bin down outside erm you got a two hundred .,Present,Iterative,3rd,Get
"Hm no , well try not to <keep banging it .> It does on her and it 's quite sharp .",Present,Continuative,2nd(Imperative),Bang
"But then he <kept going on about> how brilliant your party was gon na be and everything and I 'm sat there thinking let's face it , if I come on between you know , because like , it would have been alright cos I 'd be finished like , today or tomorrow and then it would have been like nice and ready for the party ! Mm .",Past,Continuative,3rd,Go
"Oh , my dad <kept going shhh I> 'm trying to watch the football all the time ! And I was cos I had , I had a massive argument with Vicky about party politics !",Past,Continuative,3rd,Go
"Well , I 'm kee , <keep forgetting every so> often and Mm .",Present,Iterative,1st,Forget
"Well why do you think we <kept turning the music> down ? ? No it 's just that you come in my house , fine .",Past,Iterative,1st,Turn
"And and er Scott <kept going what you> doing ? I was going nothing , I 'm just being sad .",Past,Ambiguous,3rd,Go
It was when you and David were shoved against the wall and you <kept complaining . What> ? Comments like I 've got a pole up my bum !,Past,Continuative,2nd,Complain
[unclear] <keeps doing that today> . Just timing him .,MISTAG,MISTAG,MISTAG,MI
Yes he is and that 's why his brake lights <keep flashing on .> Oh yeah that was really sensible that was .,Present,Iterative,3rd,Flash
I shall grow it down into a bob and have it a bit long steppy bit at the back and <keep growing it .> I think you 'd look good with like an asymmetrical bob .,Future,Continuative,1st,Grow
"You have to <keep looking , unless> you have mirrors or something you might [unclear] mirrors on it . Yeah , might .",Present,Continuative,2nd,Look
"One smart fellow he smell fa Well he <kept looking at me> did n't he ? Good that , is n't it ?",Past,Ambiguous,3rd,Look
Well you ca n't <keep getting the lady> out can you ? Course you can .,Present,Iterative,2nd,Get
"You 've got ta go looking Alison you ge , the trouble is erm when they 've got ta <keep coming out to> show you the places is n't it ? Yeah .",Present,Iterative,3rd,come out
"he <kept going on and> on and on and he said do you think it was an error of judgment and he was trying to get Kinnock to say yes and he said yes it was an error of judgment the way he , he 'd sort of said I think he must of said in the mid seventies , that if he got in power he 'd get rid of all nuclear weapons Yeah .",Past,Continuative,3rd,Go
"So erm , anyway I went back in to him , I <kept going up and> down , I left him for a while , but he does n't normally cry like that No .",Past,Continuative,1st,Go
"but he <keeps going up to> the gnomes and saying hello is that no he come home the other night and the , we , no the other day Sam he tipped all the bloody soil out of the earth and done something else , he said he 's a naughty boy and she 's said to Sam he wants a smacking he said I 'm not smacking him Oh well he would n't do that .",Present,Iterative,3rd,Go
